BankCode,BranchAreaCode,BankName,BranchName
01,231,Kenya Commercial Bank Limited,Kapsowar
01,302,Kenya Commercial Bank Limited,Diaspora
01,303,Kenya Commercial Bank Limited,Kisii West
01,304,Kenya Commercial Bank Limited,Mbita
01,305,Kenya Commercial Bank Limited,Sori
01,306,Kenya Commercial Bank Limited,Hurlingham
01,307,Kenya Commercial Bank Limited,Kibera
01,308,Kenya Commercial Bank Limited,Thika Road Mall Branch
01,309,Kenya Commercial Bank Limited,Kasarani Branch
01,310,Kenya Commercial Bank Limited,KCB Maasai Mara
01,311,Kenya Commercial Bank Limited,KCB Kabartonjo
01,312,Kenya Commercial Bank Limited,KCB Eldoret East
01,313,Kenya Commercial Bank Limited,Kikim
01,314,Kenya Commercial Bank Limited,KCB JKUAT
01,315,Kenya Commercial Bank Limited,KCB Changamwe
01,316,Kenya Commercial Bank Limited,KCB Makongeni
01,317,Kenya Commercial Bank Limited,KCB Syokimau
01,340,Kenya Commercial Bank Limited,Karen Waterfront Platinum
01,341,Kenya Commercial Bank Limited,KCB Ngong Branch
01,325,Kenya Commercial Bank Limited,Garden City
01,326,Kenya Commercial Bank Limited,JKIA
01,327,Kenya Commercial Bank Limited,Makutano
01,330,Kenya Commercial Bank Limited,KCB NextGen
01,331,Kenya Commercial Bank Limited,KCB Mogotio
01,329,Kenya Commercial Bank Limited,Two Rivers
01,332,Kenya Commercial Bank Limited,KCB Upperhill Platinum
01,337,Kenya Commercial Bank Limited,KCB Kilimani Platinum
01,339,Kenya Commercial Bank Limited,KCB Utawala
01,242,Kenya Commercial Bank Limited,Ugunja
01,243,Kenya Commercial Bank Limited,United Mall
01,244,Kenya Commercial Bank Limited,Serem
01,245,Kenya Commercial Bank Limited,Sondu
01,246,Kenya Commercial Bank Limited,Kisumu West
01,247,Kenya Commercial Bank Limited,Marigat
01,248,Kenya Commercial Bank Limited,Mois Bridge
01,249,Kenya Commercial Bank Limited,Mashariki
01,250,Kenya Commercial Bank Limited,Naro Moro
01,251,Kenya Commercial Bank Limited,Kiriaini
01,252,Kenya Commercial Bank Limited,Egerton University
01,253,Kenya Commercial Bank Limited,Maua
01,254,Kenya Commercial Bank Limited,Kawangare
01,255,Kenya Commercial Bank Limited,Kimathi
01,256,Kenya Commercial Bank Limited,Namanga
01,288,Kenya Commercial Bank Limited,Haile Selassie
01,289,Kenya Commercial Bank Limited,Salama House Mortgage Centre
01,290,Kenya Commercial Bank Limited,Garden Plaza
01,291,Kenya Commercial Bank Limited,Sarit Centre Mortgage Centre
01,292,Kenya Commercial Bank Limited,Cpc Bulk Corporate Cheques
01,293,Kenya Commercial Bank Limited,Trade Services
01,295,Kenya Commercial Bank Limited,Nairobi High Court
01,296,Kenya Commercial Bank Limited,Mombasa High Court
01,298,Kenya Commercial Bank Limited,Port Victoria
01,300,Kenya Commercial Bank Limited,Nyali
01,301,Kenya Commercial Bank Limited,Westgate Advantage
01,287,Kenya Commercial Bank Limited,Kisauni
01,257,Kenya Commercial Bank Limited,Gikomba
01,258,Kenya Commercial Bank Limited,Kwale
01,259,Kenya Commercial Bank Limited,Prestige Plaza
01,260,Kenya Commercial Bank Limited,Kariobangi
01,263,Kenya Commercial Bank Limited,Biashara Street
01,266,Kenya Commercial Bank Limited,Ngara
01,267,Kenya Commercial Bank Limited,Kyuso
01,270,Kenya Commercial Bank Limited,Masii
01,271,Kenya Commercial Bank Limited,Menengai Crater
01,272,Kenya Commercial Bank Limited,Town Centre
01,278,Kenya Commercial Bank Limited,Makindu
01,283,Kenya Commercial Bank Limited,Rongo
01,284,Kenya Commercial Bank Limited,Isibania
01,318,Kenya Commercial Bank Limited,KCB Moi Referral Hospital
01,319,Kenya Commercial Bank Limited,KCB Kitale Advantage
01,320,Kenya Commercial Bank Limited,KCB Lavington
01,322,Kenya Commercial Bank Limited,KCB Riverside Advantage
01,323,Kenya Commercial Bank Limited,KCB Gigiri Square
01,324,Kenya Commercial Bank Limited,Kayole
01,214,Kenya Commercial Bank Limited,Gatundu
01,215,Kenya Commercial Bank Limited,Emali
01,216,Kenya Commercial Bank Limited,Isiolo
01,217,Kenya Commercial Bank Limited,KCB Flamingo
01,218,Kenya Commercial Bank Limited,Njoro
01,219,Kenya Commercial Bank Limited,Mutomo
01,220,Kenya Commercial Bank Limited,Mariakani
01,221,Kenya Commercial Bank Limited,Mpeketoni
01,222,Kenya Commercial Bank Limited,Mtitu Andei
01,223,Kenya Commercial Bank Limited,Mtwapa
01,224,Kenya Commercial Bank Limited,Taveta
01,225,Kenya Commercial Bank Limited,Kengeleni
01,226,Kenya Commercial Bank Limited,Garsen
01,227,Kenya Commercial Bank Limited,Watamu
01,228,Kenya Commercial Bank Limited,Bondo
01,229,Kenya Commercial Bank Limited,Busia
01,230,Kenya Commercial Bank Limited,Homa Bay
01,185,Kenya Commercial Bank Limited,Othaya
01,186,Kenya Commercial Bank Limited,Voi
01,188,Kenya Commercial Bank Limited,Webuye
01,163,Kenya Commercial Bank Limited,Eldama Ravine
01,164,Kenya Commercial Bank Limited,Kibwezi
01,166,Kenya Commercial Bank Limited,Kapsabet
01,167,Kenya Commercial Bank Limited,University Way
01,168,Kenya Commercial Bank Limited,KCB Eldoret West
01,169,Kenya Commercial Bank Limited,Garissa
01,124,Kenya Commercial Bank Limited,Mumias
01,125,Kenya Commercial Bank Limited,Nanyuki
01,129,Kenya Commercial Bank Limited,Kikuyu
01,130,Kenya Commercial Bank Limited,Tala
01,131,Kenya Commercial Bank Limited,Kajiado
01,133,Kenya Commercial Bank Limited,KCB Custody services
01,134,Kenya Commercial Bank Limited,Matuu
01,135,Kenya Commercial Bank Limited,Kitui
01,136,Kenya Commercial Bank Limited,Mvita
01,137,Kenya Commercial Bank Limited,Jogoo Rd Nairobi
01,139,Kenya Commercial Bank Limited,Card Centre
01,140,Kenya Commercial Bank Limited,Marsabit
01,141,Kenya Commercial Bank Limited,Sarit Centre
01,142,Kenya Commercial Bank Limited,Loitokitok
01,143,Kenya Commercial Bank Limited,Nandi Hills
01,144,Kenya Commercial Bank Limited,Lodwar
01,145,Kenya Commercial Bank Limited,Un Gigiri
01,146,Kenya Commercial Bank Limited,Hola
01,147,Kenya Commercial Bank Limited,Ruiru
01,148,Kenya Commercial Bank Limited,Mwingi
01,149,Kenya Commercial Bank Limited,Kitale
01,150,Kenya Commercial Bank Limited,Mandera
01,151,Kenya Commercial Bank Limited,Kapenguria
01,152,Kenya Commercial Bank Limited,Kabarnet
01,153,Kenya Commercial Bank Limited,Wajir
01,154,Kenya Commercial Bank Limited,Maralal
01,155,Kenya Commercial Bank Limited,Limuru
01,157,Kenya Commercial Bank Limited,Ukunda
01,158,Kenya Commercial Bank Limited,Iten
01,159,Kenya Commercial Bank Limited,Gilgil
01,161,Kenya Commercial Bank Limited,Ongata Rongai
01,162,Kenya Commercial Bank Limited,Kitengela
01,345,Kenya Commercial Bank Limited,KCB Mokowe
01,346,Kenya Commercial Bank Limited,KCB Kendu Bay
01,355,Kenya Commercial Bank Limited,KCB SAHL Centre Eastleign Branch
01,347,Kenya Commercial Bank Limited,KCB Greenwood Mall
01,338,Kenya Commercial Bank Limited,KCB Langata
01,348,Kenya Commercial Bank Limited,KCB Kamakis
01,344,Kenya Commercial Bank Limited,KCB Rumuruti Branch
01,091,Kenya Commercial Bank Limited,Eastleigh
01,285,Kenya Commercial Bank Limited,Kiserian
01,286,Kenya Commercial Bank Limited,Mwembe Tayari
01,342,Kenya Commercial Bank Limited,Imara Daima
01,343,Kenya Commercial Bank Limited,Takaba Town
01,232,Kenya Commercial Bank Limited,Kehancha
01,233,Kenya Commercial Bank Limited,Keroka
01,234,Kenya Commercial Bank Limited,Kilgoris
01,235,Kenya Commercial Bank Limited,Kimilili
01,236,Kenya Commercial Bank Limited,Litein
01,237,Kenya Commercial Bank Limited,Londiani Branch
01,238,Kenya Commercial Bank Limited,Luanda
01,239,Kenya Commercial Bank Limited,Malaba
01,240,Kenya Commercial Bank Limited,Muhoroni
01,189,Kenya Commercial Bank Limited,Sotik
01,190,Kenya Commercial Bank Limited,Naivasha
01,191,Kenya Commercial Bank Limited,Kisii
01,192,Kenya Commercial Bank Limited,Migori
01,193,Kenya Commercial Bank Limited,Githunguri
01,194,Kenya Commercial Bank Limited,Machakos
01,195,Kenya Commercial Bank Limited,Kerugoya
01,196,Kenya Commercial Bank Limited,Chuka
01,197,Kenya Commercial Bank Limited,Bungoma
01,198,Kenya Commercial Bank Limited,Wundanyi
01,199,Kenya Commercial Bank Limited,Malindi
01,201,Kenya Commercial Bank Limited,Capital Hill
01,202,Kenya Commercial Bank Limited,Karen
01,203,Kenya Commercial Bank Limited,Lokichogio
01,204,Kenya Commercial Bank Limited,Gateway Msa Road
01,205,Kenya Commercial Bank Limited,Buruburu
01,206,Kenya Commercial Bank Limited,Chogoria
01,207,Kenya Commercial Bank Limited,Kangare
01,208,Kenya Commercial Bank Limited,Kianyaga
01,209,Kenya Commercial Bank Limited,Nkubu
01,210,Kenya Commercial Bank Limited,Ol Kalou
01,211,Kenya Commercial Bank Limited,Makuyu
01,212,Kenya Commercial Bank Limited,Mwea
01,213,Kenya Commercial Bank Limited,Njambini
01,333,Kenya Commercial Bank Limited,Kakuma Branch
01,334,Kenya Commercial Bank Limited,KCB Parklands
01,335,Kenya Commercial Bank Limited,KCB Diani
01,336,Kenya Commercial Bank Limited,KCB Eldoret Advantage Branch
01,092,Kenya Commercial Bank Limited,KCB CPC
01,094,Kenya Commercial Bank Limited,Head Office
01,095,Kenya Commercial Bank Limited,Wote
01,096,Kenya Commercial Bank Limited,Head Office Finance
01,100,Kenya Commercial Bank Limited,Moi Avenue Nairobi
01,101,Kenya Commercial Bank Limited,Kipande House
01,102,Kenya Commercial Bank Limited,Treasury Sq Mombasa
01,103,Kenya Commercial Bank Limited,Nakuru
01,104,Kenya Commercial Bank Limited,Kicc
01,105,Kenya Commercial Bank Limited,Kisumu
01,106,Kenya Commercial Bank Limited,Kericho
01,107,Kenya Commercial Bank Limited,Tom Mboya
01,108,Kenya Commercial Bank Limited,Thika
01,109,Kenya Commercial Bank Limited,Eldoret
01,110,Kenya Commercial Bank Limited,Kakamega
01,111,Kenya Commercial Bank Limited,Kilindini Mombasa
01,112,Kenya Commercial Bank Limited,Nyeri
01,113,Kenya Commercial Bank Limited,Industrial Area Nairobi
01,114,Kenya Commercial Bank Limited,River Road
01,115,Kenya Commercial Bank Limited,Muranga
01,116,Kenya Commercial Bank Limited,Embu
01,117,Kenya Commercial Bank Limited,Kangema
01,119,Kenya Commercial Bank Limited,Kiambu
01,121,Kenya Commercial Bank Limited,Siaya
01,122,Kenya Commercial Bank Limited,Nyahururu
01,123,Kenya Commercial Bank Limited,Meru
01,173,Kenya Commercial Bank Limited,Lamu
01,174,Kenya Commercial Bank Limited,Kilifi
01,175,Kenya Commercial Bank Limited,Milimani
01,176,Kenya Commercial Bank Limited,Nyamira
01,177,Kenya Commercial Bank Limited,Mukuruweini
01,180,Kenya Commercial Bank Limited,Village Market
01,181,Kenya Commercial Bank Limited,Bomet
01,183,Kenya Commercial Bank Limited,Mbale
01,184,Kenya Commercial Bank Limited,Narok
02,090,Standard Chartered Bank Kenya Ltd,Bungoma
02,091,Standard Chartered Bank Kenya Ltd,Thika Road Mall
02,092,Standard Chartered Bank Kenya Ltd,UN Gigiri
02,000,Standard Chartered Bank Kenya Ltd,Eldoret
02,001,Standard Chartered Bank Kenya Ltd,Kericho
02,002,Standard Chartered Bank Kenya Ltd,Kisumu
02,003,Standard Chartered Bank Kenya Ltd,Kitale
02,004,Standard Chartered Bank Kenya Ltd,Treasury Square
02,005,Standard Chartered Bank Kenya Ltd,Kilindini
02,006,Standard Chartered Bank Kenya Ltd,Kenyatta Avenue
02,008,Standard Chartered Bank Kenya Ltd,Moi Avenue
02,009,Standard Chartered Bank Kenya Ltd,Nakuru
02,010,Standard Chartered Bank Kenya Ltd,Nanyuki
02,011,Standard Chartered Bank Kenya Ltd,Nyeri
02,012,Standard Chartered Bank Kenya Ltd,Thika
02,015,Standard Chartered Bank Kenya Ltd,Westlands
02,016,Standard Chartered Bank Kenya Ltd,Machakos
02,017,Standard Chartered Bank Kenya Ltd,Meru
02,019,Standard Chartered Bank Kenya Ltd,Harambee Avenue
02,053,Standard Chartered Bank Kenya Ltd,Industrial Area
02,054,Standard Chartered Bank Kenya Ltd,Kakamega
02,064,Standard Chartered Bank Kenya Ltd,Koinage
02,071,Standard Chartered Bank Kenya Ltd,Yaya Centre Branch
02,072,Standard Chartered Bank Kenya Ltd,Ruaraka
02,073,Standard Chartered Bank Kenya Ltd,Langata
02,074,Standard Chartered Bank Kenya Ltd,Makupa
02,075,Standard Chartered Bank Kenya Ltd,Karen
02,076,Standard Chartered Bank Kenya Ltd,Muthaiga
02,078,Standard Chartered Bank Kenya Ltd,C.o.u
02,079,Standard Chartered Bank Kenya Ltd,Ukay
02,080,Standard Chartered Bank Kenya Ltd,Two Rivers Branch
02,081,Standard Chartered Bank Kenya Ltd,Kisii
02,082,Standard Chartered Bank Kenya Ltd,Upper Hill Branch
02,083,Standard Chartered Bank Kenya Ltd,Nyali
02,084,Standard Chartered Bank Kenya Ltd,Chiromo
02,085,Standard Chartered Bank Kenya Ltd,Greenspan
02,086,Standard Chartered Bank Kenya Ltd,The T-Mall
02,087,Standard Chartered Bank Kenya Ltd,The Junction
02,089,Standard Chartered Bank Kenya Ltd,Kitengela
03,066,Absa Bank Kenya Plc,Wundanyi Branch
03,067,Absa Bank Kenya Plc,Ruaraka Branch
03,068,Absa Bank Kenya Plc,Kitengela Branch
03,069,Absa Bank Kenya Plc,Wote Branch
03,070,Absa Bank Kenya Plc,Enterprise Road Branch
03,071,Absa Bank Kenya Plc,Nakumatt Meru Branch
03,072,Absa Bank Kenya Plc,Juja Branch
03,073,Absa Bank Kenya Plc,Westlands Branch
03,074,Absa Bank Kenya Plc,Kikuyu Branch
03,075,Absa Bank Kenya Plc,Moi Avenue-nairobi Branch
03,076,Absa Bank Kenya Plc,Nyali
03,077,Absa Bank Kenya Plc,Absa Towers Branch
03,034,Absa Bank Kenya Plc,Kawangware
03,035,Absa Bank Kenya Plc,Mbale
03,036,Absa Bank Kenya Plc,Plaza Premier Centre
03,037,Absa Bank Kenya Plc,River Road Branch
03,038,Absa Bank Kenya Plc,Chomba House-river Road
03,039,Absa Bank Kenya Plc,Mumias Branch
03,040,Absa Bank Kenya Plc,Machakos Branch
03,041,Absa Bank Kenya Plc,Narok Branch
03,042,Absa Bank Kenya Plc,Isiolo Branch
03,043,Absa Bank Kenya Plc,Ngong Branch
03,044,Absa Bank Kenya Plc,Maua Branch
03,045,Absa Bank Kenya Plc,Hurlingham Branch
03,046,Absa Bank Kenya Plc,Makupa Branch
03,047,Absa Bank Kenya Plc,Development House Branch
03,048,Absa Bank Kenya Plc,Bungoma
03,027,Absa Bank Kenya Plc,Nakuru East
03,028,Absa Bank Kenya Plc,Buruburu
03,029,Absa Bank Kenya Plc,Bomet
03,030,Absa Bank Kenya Plc,Nyeri Branch
03,031,Absa Bank Kenya Plc,Thika Branch
03,032,Absa Bank Kenya Plc,Port Mombasa
03,033,Absa Bank Kenya Plc,Gikomba
03,001,Absa Bank Kenya Plc,Head Office - Vpc
03,002,Absa Bank Kenya Plc,Kapsabet Branch
03,003,Absa Bank Kenya Plc,Eldoret Branch
03,004,Absa Bank Kenya Plc,Embu Branch
03,005,Absa Bank Kenya Plc,Murang A Branch
03,006,Absa Bank Kenya Plc,Kapenguria Branch
03,021,Absa Bank Kenya Plc,Barclaycard Operations
03,022,Absa Bank Kenya Plc,Paymants And International Services
03,023,Absa Bank Kenya Plc,Gilgil Branch
03,024,Absa Bank Kenya Plc,Thika Road Mall
03,018,Absa Bank Kenya Plc,Nyamira Branch
03,019,Absa Bank Kenya Plc,Kilifi Branch
03,020,Absa Bank Kenya Plc,Office Park Westlands
03,026,Absa Bank Kenya Plc,Kakamega Branch
03,007,Absa Bank Kenya Plc,Kericho Branch
03,008,Absa Bank Kenya Plc,Kisii Branch
03,009,Absa Bank Kenya Plc,Kisumu Branch
03,011,Absa Bank Kenya Plc,Limuru Branch
03,012,Absa Bank Kenya Plc,Malindi Branch
03,013,Absa Bank Kenya Plc,Meru Branch
03,014,Absa Bank Kenya Plc,Eastleigh Branch
03,015,Absa Bank Kenya Plc,Kitui Branch
03,016,Absa Bank Kenya Plc,Nkrumah Road Branch
03,017,Absa Bank Kenya Plc,Garissa Branch
03,140,Absa Bank Kenya Plc,Two Rivers
03,103,Absa Bank Kenya Plc,Nairobi J.k.i.a Branch
03,105,Absa Bank Kenya Plc,Village Market - Premier Life Centre
03,150,Absa Bank Kenya Plc,Absa Rupa Mall
03,106,Absa Bank Kenya Plc,Sarit Centre - Premier Life Centre
03,109,Absa Bank Kenya Plc,Yaya Centre- Premier Life Centre
03,111,Absa Bank Kenya Plc,Naivasha Branch
03,113,Absa Bank Kenya Plc,Market Branch
03,114,Absa Bank Kenya Plc,Changamwe Branch
03,117,Absa Bank Kenya Plc,Rahimtulla Trust Towers - Premier Life Centre
03,125,Absa Bank Kenya Plc,Nakuru West Branch
03,078,Absa Bank Kenya Plc,Kiriaini Branch
03,079,Absa Bank Kenya Plc,Butere Road Branch
03,080,Absa Bank Kenya Plc,Migori Branch
03,081,Absa Bank Kenya Plc,Digo Branch
03,082,Absa Bank Kenya Plc,Haile Selassie Avenue Branch
03,083,Absa Bank Kenya Plc,Nairobi University Branch
03,084,Absa Bank Kenya Plc,Bunyala Road
03,086,Absa Bank Kenya Plc,Nairobi West Branch
03,087,Absa Bank Kenya Plc,Parklands
03,088,Absa Bank Kenya Plc,Busia
03,089,Absa Bank Kenya Plc,Pangani Branch
03,090,Absa Bank Kenya Plc,Abc Premier Life Centre
03,093,Absa Bank Kenya Plc,Kariobangi Branch
03,094,Absa Bank Kenya Plc,Queensway House Branch
03,095,Absa Bank Kenya Plc,Nakumatt Embakasi Branch
03,096,Absa Bank Kenya Plc,Barclays Merchant Finance Ltd.
03,097,Absa Bank Kenya Plc,Barclays Securities Services (k
03,100,Absa Bank Kenya Plc,Diani Branch
03,154,Absa Bank Kenya Plc,Kamakis
03,190,Absa Bank Kenya Plc,Nanyuki Branch
03,206,Absa Bank Kenya Plc,Karatina Branch
03,220,Absa Bank Kenya Plc,Mombasa Nyerere Ave - Premier Life Centre
03,273,Absa Bank Kenya Plc,Consumer Operations
03,300,Absa Bank Kenya Plc,Finance Department
03,337,Absa Bank Kenya Plc,Documents And Securities Dsc
03,152,Absa Bank Kenya Plc,Absa Imaara Mall
03,340,Absa Bank Kenya Plc,Retail Credit Team
03,354,Absa Bank Kenya Plc,Credit Operations
03,400,Absa Bank Kenya Plc,Head office
03,149,Absa Bank Kenya Plc,ABSA BBS Mall
03,128,Absa Bank Kenya Plc,Bamburi Branch
03,130,Absa Bank Kenya Plc,Harambee Ave - Premier Life Centre
03,139,Absa Bank Kenya Plc,Nyahururu Branch
03,144,Absa Bank Kenya Plc,Treasury Operations
03,145,Absa Bank Kenya Plc,Moi Avenue Mombasa - Premier Life Centre
03,151,Absa Bank Kenya Plc,Cash Monitoring Unit
03,049,Absa Bank Kenya Plc,Lavington Branch
03,050,Absa Bank Kenya Plc,Tala
03,051,Absa Bank Kenya Plc,Homa Bay Branch
03,052,Absa Bank Kenya Plc,Ongata Rongai Branch
03,053,Absa Bank Kenya Plc,Othaya Branch
03,054,Absa Bank Kenya Plc,Voi Branch
03,055,Absa Bank Kenya Plc,Muthaiga Branch
03,056,Absa Bank Kenya Plc,Barclays Advisory And Reg. Services
03,057,Absa Bank Kenya Plc,Githunguri Branch
03,058,Absa Bank Kenya Plc,Webuye Branch
03,059,Absa Bank Kenya Plc,Kasarani Branch
03,060,Absa Bank Kenya Plc,Chuka Branch
03,061,Absa Bank Kenya Plc,Nakumatt-westgate Branch
03,062,Absa Bank Kenya Plc,Kabarnet Branch
03,063,Absa Bank Kenya Plc,Kerugoya Branch
03,064,Absa Bank Kenya Plc,Taveta Branch
05,000,Bank of India,"Kenyatta Avenue , Nairobi"
05,001,Bank of India,"Nkrumah Road , Mombasa"
05,002,Bank of India,Industrial Area
05,003,Bank of India,Westlands
05,005,Bank of India,Eldoret
06,007,Bank of Baroda(Kenya Ltd),Industrial Area
06,008,Bank of Baroda(Kenya Ltd),Eldoret
06,009,Bank of Baroda(Kenya Ltd),Nakuru
06,010,Bank of Baroda(Kenya Ltd),Kakamega
06,011,Bank of Baroda(Kenya Ltd),Nyali Mombasa
06,012,Bank of Baroda(Kenya Ltd),Meru
06,015,Bank of Baroda(Kenya Ltd),Diamond Plaza
06,016,Bank of Baroda(Kenya Ltd),Mombasa Road
06,000,Bank of Baroda(Kenya Ltd),Nairobi Main
06,002,Bank of Baroda(Kenya Ltd),"Digo Road, Mombasa"
06,004,Bank of Baroda(Kenya Ltd),Thika
06,005,Bank of Baroda(Kenya Ltd),Kisumu
06,006,Bank of Baroda(Kenya Ltd),Sarit Centre
06,017,Bank of Baroda(Kenya Ltd),Muthithi road
07,235,NCBA Bank Kenya Plc,Nyahururu Branch
07,204,NCBA Bank Kenya Plc,Sarit Centre Branch
07,000,NCBA Bank Kenya Plc,Head Office
07,001,NCBA Bank Kenya Plc,Upper Hill
07,002,NCBA Bank Kenya Plc,Wabera Street
07,003,NCBA Bank Kenya Plc,Mama Ngina
07,004,NCBA Bank Kenya Plc,Westlands Branch
07,232,NCBA Bank Kenya Plc,Kitui Branch
07,104,NCBA Bank Kenya Plc,Head Office-Fargo
07,108,NCBA Bank Kenya Plc,City Mall Branch
07,109,NCBA Bank Kenya Plc,Nkrumah Road
07,227,NCBA Bank Kenya Plc,RUAKA BRANCH
07,116,NCBA Bank Kenya Plc,Eldoret
07,117,NCBA Bank Kenya Plc,Village Market
07,236,NCBA Bank Kenya Plc,Tatu City Branch
07,233,NCBA Bank Kenya Plc,Kerugoya Branch
07,231,NCBA Bank Kenya Plc,Githunguri
07,230,NCBA Bank Kenya Plc,Limuru
07,234,NCBA Bank Kenya Plc,Kawangware
07,229,NCBA Bank Kenya Plc,Homa Bay
07,225,NCBA Bank Kenya Plc,Wote Branch
07,228,NCBA Bank Kenya Plc,Kapsabet Branch
07,219,NCBA Bank Kenya Plc,Busia
07,223,NCBA Bank Kenya Plc,Kenol Town
07,222,NCBA Bank Kenya Plc,Utawala Nairobi
07,221,NCBA Bank Kenya Plc,Eastleigh Nairobi
07,33,NCBA Bank Kenya Plc,River Road
07,218,NCBA Bank Kenya Plc,Muranga
07,224,NCBA Bank Kenya Plc,Kahawa Sukari
07,220,NCBA Bank Kenya Plc,Chwele
07,226,NCBA Bank Kenya Plc,Migori Branch
07,131,NCBA Bank Kenya Plc,Kisii
07,132,NCBA Bank Kenya Plc,KMA Centre
07,133,NCBA Bank Kenya Plc,Buru Buru
07,134,NCBA Bank Kenya Plc,"CPA Centre, Ruaraka"
07,135,NCBA Bank Kenya Plc,Rongai
07,141,NCBA Bank Kenya Plc,Rosslyn Riviera
07,142,NCBA Bank Kenya Plc,Ciata Mall
07,143,NCBA Bank Kenya Plc,Parklands
07,144,NCBA Bank Kenya Plc,Nanyuki
07,145,NCBA Bank Kenya Plc,Malindi
07,005,NCBA Bank Kenya Plc,Industrial Area
07,006,NCBA Bank Kenya Plc,Mamlaka
07,007,NCBA Bank Kenya Plc,Village Market
07,008,NCBA Bank Kenya Plc,Cargo Centre
07,009,NCBA Bank Kenya Plc,Park Side
07,026,NCBA Bank Kenya Plc,Eldoret
07,027,NCBA Bank Kenya Plc,Kisumu
07,028,NCBA Bank Kenya Plc,Thika
07,029,NCBA Bank Kenya Plc,Nanyuki
07,030,NCBA Bank Kenya Plc,Yaya Centre
07,031,NCBA Bank Kenya Plc,Lavington
07,032,NCBA Bank Kenya Plc,Machakos
07,016,NCBA Bank Kenya Plc,Galleria Mall
07,017,NCBA Bank Kenya Plc,Junction
07,018,NCBA Bank Kenya Plc,Thika Road Mall
07,019,NCBA Bank Kenya Plc,Greenspan Mall
07,020,NCBA Bank Kenya Plc,Moi Avenue Mombasa
07,021,NCBA Bank Kenya Plc,Meru
07,022,NCBA Bank Kenya Plc,Nakuru
07,023,NCBA Bank Kenya Plc,Nyali
07,024,NCBA Bank Kenya Plc,Diani
07,025,NCBA Bank Kenya Plc,Changamwe
07,208,NCBA Bank Kenya Plc,Ruiru Eastern Bypass
07,206,NCBA Bank Kenya Plc,Nyeri
07,207,NCBA Bank Kenya Plc,Karatina
07,210,NCBA Bank Kenya Plc,Kakamega
07,033,NCBA Bank Kenya Plc,River Road
07,034,NCBA Bank Kenya Plc,Karen Hub
07,211,NCBA Bank Kenya Plc,Kericho
07,213,NCBA Bank Kenya Plc,Bungoma
07,212,NCBA Bank Kenya Plc,Embu
07,216,NCBA Bank Kenya Plc,Gikomba
07,214,NCBA Bank Kenya Plc,Ngong
07,215,NCBA Bank Kenya Plc,Kiambu
07,217,NCBA Bank Kenya Plc,Naivasha
07,035,NCBA Bank Kenya Plc,Garden City
07,036,NCBA Bank Kenya Plc,Two Rivers Mall
07,101,NCBA Bank Kenya Plc,City Centre
07,102,NCBA Bank Kenya Plc,NIC House
07,103,NCBA Bank Kenya Plc,Harbour House
07,105,NCBA Bank Kenya Plc,"The Mall Branch, Westlands"
07,106,NCBA Bank Kenya Plc,The Junction Br.
07,107,NCBA Bank Kenya Plc,Nakuru Tower One Branch
07,110,NCBA Bank Kenya Plc,Harambee
07,111,NCBA Bank Kenya Plc,Prestige-Ngong Road
07,112,NCBA Bank Kenya Plc,One Kentons Square Branch
07,113,NCBA Bank Kenya Plc,Thika
07,114,NCBA Bank Kenya Plc,Meru
07,118,NCBA Bank Kenya Plc,Sameer Park
07,119,NCBA Bank Kenya Plc,Karen
07,121,NCBA Bank Kenya Plc,Taj Mall
07,122,NCBA Bank Kenya Plc,ABC
07,123,NCBA Bank Kenya Plc,Thika Road Mall
07,124,NCBA Bank Kenya Plc,Changamwe Branch
07,125,NCBA Bank Kenya Plc,Kenyatta Avenue
07,126,NCBA Bank Kenya Plc,Riverside
07,127,NCBA Bank Kenya Plc,Machakos
07,128,NCBA Bank Kenya Plc,Lunga Lunga Square
07,129,NCBA Bank Kenya Plc,Kilimani
